file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.75_-1_0.5_2.png,"0,1.75,-1,0.5,2",0,1.75,-1,0.5,2,0.8736994481136343,86913,99477,98439,11526,1038
0_1.625_-1_0.5_2.png,"0,1.625,-1,0.5,2",0,1.625,-1,0.5,2,0.8732973451149512,86873,99477,98020,11147,1457
